year_month,county,q_avgtempF,q_avghumid,GIS_ACRES
2008-07-01,Kern County,29.062211981566826,90.67281105990784,89.24692099999999
2008-07-01,Los Angeles County,42.46702508960573,62.71433691756272,51.12194303
2008-07-01,Mariposa County,67.30896057347671,46.58136200716846,35658.83486
2008-07-01,San Luis Obispo County,40.951843317972354,69.73502304147466,171.35752399999998
2008-07-01,Trinity County,39.11720430107527,68.20358422939067,31.177931
2008-07-01,Yuba County,49.42043010752688,63.67347670250896,80.084793
2008-08-01,Los Angeles County,60.02222222222222,49.03261648745521,301.60824289999994
2008-08-01,Napa County,67.39820788530466,44.73225806451614,348.149104
2008-08-01,Riverside County,36.88817204301075,79.36594982078854,20.178473
2008-08-01,San Luis Obispo County,35.24654377880184,66.9731182795699,40.250526
2008-08-01,Siskiyou County,51.59354838709677,59.34372759856632,6067.5005
2008-08-01,Trinity County,62.93978494623656,49.92365591397851,249.729271
2008-08-01,Yuba County,68.20143369175628,45.2068100358423,164.194421
2008-09-01,Kern County,55.90573476702508,43.77311827956991,56.534851
2008-09-01,Los Angeles County,73.97025089605735,38.00788530465951,128.4776358
2008-09-01,Mariposa County,32.114439324116745,87.10983102918588,289.991866
2008-09-01,Siskiyou County,52.97388632872503,76.54224270353302,29.577476
2008-09-01,Trinity County,72.21827956989249,38.28494623655916,3238.452045
2008-09-01,Yuba County,65.3863799283154,46.44408602150539,1595.925549
2008-10-01,Los Angeles County,57.39677419354839,73.08351254480287,19384.3790402
2008-10-01,Mariposa County,71.64623655913978,61.61935483870968,31.247882
2008-10-01,Napa County,80.35448028673835,50.22078853046596,233.10208
2008-10-01,Trinity County,57.28172043010753,56.84121863799282,59.07655
2008-10-01,Ventura County,67.39175627240142,59.34014336917563,22.345585
2008-10-01,Yuba County,69.54659498207884,54.29175627240144,49.575794
2008-11-01,Los Angeles County,78.46594982078852,46.609318996415766,11261.9692539
2008-11-01,Riverside County,62.52795698924732,51.6741935483871,30305.232
2008-11-01,San Luis Obispo County,53.344086021505376,72.8594470046083,82.361921
2008-12-01,Los Angeles County,83.85376344086022,41.52544802867384,15.268284
2008-12-01,Ventura County,79.04731182795699,45.78351254480288,0.48521397
2009-01-01,Trinity County,60.481362007168464,53.17419354838711,37.1925745
2009-03-01,Riverside County,52.15104966717869,69.79508448540706,67.66906
2009-03-01,Siskiyou County,52.524193548387096,59.03494623655914,59.491119
2009-03-01,Yuba County,46.337992831541214,54.935483870967744,83.006935
2009-04-01,Kern County,49.30798771121352,79.25307219662058,14.439046
2009-04-01,Riverside County,45.84562211981567,80.01651305683565,161.547816
2009-04-01,San Luis Obispo County,52.360906298003066,74.72931387608809,23.422054
2009-04-01,Trinity County,53.5,62.07383512544803,10.651241
2009-04-01,Yuba County,63.52616487455197,55.0573476702509,25.314465
2009-05-01,Kern County,66.8021505376344,49.38458781362007,671.229665
2009-05-01,Los Angeles County,75.05304659498206,36.35448028673835,442.486927
2009-05-01,Mariposa County,60.24480286738351,68.63799283154121,3133.772897
2009-05-01,Riverside County,60.02652329749103,52.97777777777778,450.75568
2009-05-01,Yuba County,51.65476190476191,60.24385560675884,15.640191
2009-06-01,Kern County,58.1931899641577,50.48888888888888,1223.587659
2009-06-01,Los Angeles County,49.15937019969277,46.90130568356373,375.721543
2009-06-01,Mariposa County,68.76344086021506,50.17096774193548,1653.4879
2009-06-01,Napa County,61.21720430107527,48.91039426523296,677.44049
2009-06-01,Yuba County,53.4168458781362,41.9010752688172,118.927864
2009-07-01,Kern County,49.48041474654378,64.04454685099846,233.741371
2009-07-01,Los Angeles County,57.56164874551971,50.71254480286737,875.1619666
2009-07-01,Mariposa County,65.47240143369176,53.234050179211465,1344.193325
2009-07-01,Riverside County,50.32987711213519,58.25960061443931,567.9544510000001
2009-07-01,San Luis Obispo County,77.12759856630824,45.617921146953414,166.69321750999998
2009-07-01,Trinity County,63.13584229390681,38.56594982078852,1576.323082
2009-07-01,Yuba County,62.854121863799286,45.934050179211454,1002.771013
2009-08-01,Kern County,69.19928315412186,59.0516129032258,195.273363
2009-08-01,Los Angeles County,59.44162826420891,59.3436507936508,163309.31938149998
2009-08-01,Mariposa County,70.56272401433692,47.456272401433694,7553.2148
2009-08-01,Trinity County,58.23533026113671,61.58648233486943,18641.6602867
2009-08-01,Ventura County,58.145929339477725,56.52035330261136,112.46517
2009-08-01,Yuba County,56.07181259600615,58.61904761904761,4463.002738499999
2009-09-01,Kern County,65.67670250896059,60.5336917562724,15.600183
2009-09-01,Los Angeles County,59.8636712749616,45.19854070660522,97.7519634
2009-09-01,Napa County,72.31146953405018,49.67025089605735,1774.67663
2009-09-01,Riverside County,65.5757040450589,51.37240143369176,538.39464
2009-09-01,Siskiyou County,63.16628264208908,44.65130568356374,103.36531
2009-09-01,Trinity County,60.67127496159754,53.68010752688172,15.41852
2009-09-01,Ventura County,60.9168458781362,43.28028673835126,17543.423453000003
2009-09-01,Yuba County,59.048387096774185,48.07670250896058,124.405672
2009-10-01,Kern County,70.54408602150538,57.555197132616485,248.480728
2009-10-01,Los Angeles County,68.14910394265233,44.8326164874552,18.623386
2009-10-01,Siskiyou County,65.33548387096775,63.47921146953404,6.1982527
2009-10-01,Ventura County,74.12078853046594,47.246953405017926,56.45208
2009-11-01,Los Angeles County,52.54239631336406,77.81067588325652,155.28372
2009-11-01,San Luis Obispo County,72.69749103942652,67.17813620071685,83.740402
2010-03-01,Kern County,66.26845878136201,52.95197132616488,98.147751
2010-03-01,Siskiyou County,79.38458781362009,50.15197132616488,7.196177
2010-05-01,Kern County,73.68064516129033,60.63154121863799,3443.532411
2010-05-01,Los Angeles County,63.12875064004097,56.61016385048644,3.6281228
2010-05-01,Riverside County,69.12974910394266,59.76953405017922,1898.3160376
2010-06-01,Kern County,59.8673835125448,45.19677419354839,24.587246
2010-06-01,Los Angeles County,56.163978494623656,53.72811059907836,57.5271119
2010-06-01,Mariposa County,82.15806451612904,46.17921146953407,2062.51737
2010-06-01,Riverside County,68.4326164874552,41.30394265232975,281.025085
2010-06-01,San Luis Obispo County,49.508602150537634,54.10430107526881,10.187359
2010-06-01,Siskiyou County,73.57347670250896,46.70752688172042,3.5509268
2010-06-01,Yuba County,70.45197132616488,46.87598566308244,207.22079
2010-07-01,Kern County,74.5989247311828,47.617562724014334,3178.4079469999997
2010-07-01,Los Angeles County,61.05197132616488,61.17813620071684,13662.278397
2010-07-01,Mariposa County,43.3741935483871,69.22759856630823,1726.500998
2010-07-01,Riverside County,75.7100358422939,44.15089605734767,3733.292475
2010-07-01,Siskiyou County,70.94193548387096,50.75232974910394,34.76550556
2010-07-01,Trinity County,64.54193548387097,51.94659498207886,191.7495904
2010-07-01,Ventura County,52.71326164874552,72.3652329749104,77.968796
2010-07-01,Yuba County,56.23942652329749,61.65878136200717,147.577605
2010-08-01,Kern County,71.07240143369175,48.943010752688174,1879.234782
2010-08-01,Los Angeles County,47.35960061443933,80.86438812083973,184.089505
2010-08-01,Mariposa County,62.92186379928315,49.30860215053764,1446.400416
2010-08-01,Napa County,49.80824372759856,62.69354838709677,346.92444
2010-08-01,Riverside County,63.69390681003584,59.94802867383513,485.990375
2010-08-01,San Luis Obispo County,52.95430107526882,70.49500768049155,53.33189
2010-08-01,Siskiyou County,62.43082437275985,66.49856630824372,4.8135028
2010-08-01,Yuba County,43.71082949308755,78.73271889400922,1779.175516
2010-09-01,Kern County,61.3706093189964,72.06559139784946,203.81558
2010-09-01,Los Angeles County,64.54767025089605,71.53906810035842,76.5185809
2010-09-01,Riverside County,64.46451612903225,74.71290322580644,277.132336
2010-09-01,Siskiyou County,64.93405017921145,78.71290322580644,2.7510304
2010-09-01,Ventura County,62.47240143369175,72.29175627240143,41.612827
2010-10-01,Riverside County,62.76666666666666,80.07347670250896,31.920403
2010-10-01,San Luis Obispo County,63.54086021505376,77.98709677419355,305.44199
2010-10-01,Yuba County,57.79032258064515,79.95340501792114,654.022468
2011-01-01,Los Angeles County,60.07311827956988,78.09139784946235,0.093954369
2011-02-01,Siskiyou County,51.63333333333333,50.05985663082438,7.5725226
2011-05-01,Kern County,31.493906810035835,79.31182795698923,69.24511
2011-05-01,Los Angeles County,61.18888888888889,49.33727598566308,443.809619
2011-05-01,Riverside County,41.11756272401433,68.62365591397848,1298.836556
2011-05-01,San Luis Obispo County,37.90284178187404,71.15860215053762,209.1628615
2011-05-01,Yuba County,70.952688172043,35.59390681003583,240.43732
2011-06-01,Kern County,52.28064516129032,54.78422939068099,8358.67176
2011-06-01,Los Angeles County,72.45663082437274,38.68136200716845,158.589778
2011-06-01,Mariposa County,36.14400921658986,83.40629800307218,771.40238
2011-06-01,Riverside County,63.868458781362,41.67096774193548,173.055851
2011-06-01,San Luis Obispo County,41.06881720430108,62.11182795698924,510.2315200000001
2011-06-01,Siskiyou County,69.72867383512545,39.937992831541216,13.6949807
2011-06-01,Trinity County,72.20716845878135,35.86236559139784,31.468737
2011-06-01,Ventura County,67.1663082437276,45.391039426523285,4.4857216
2011-06-01,Yuba County,68.43584229390682,41.50465949820787,18.570866
2011-07-01,Kern County,50.71850998463901,81.51382488479264,272.91069100000004
2011-07-01,Los Angeles County,55.19462365591397,56.893189964157706,155.578690262
2011-07-01,Riverside County,48.48195084485406,82.04070660522274,304.35704
2011-07-01,San Luis Obispo County,52.88694316436252,73.12078853046596,64.06134119999999
2011-07-01,Siskiyou County,49.05197132616488,63.34659498207886,4.57812816
2011-07-01,Ventura County,45.91863799283154,66.65232974910394,102.0191806
2011-07-01,Yuba County,65.3594982078853,54.11326164874552,532.157433
2011-08-01,Kern County,52.89283154121864,70.2853046594982,1751.36339
2011-08-01,Los Angeles County,71.01218637992832,56.80322580645162,552.2444677200001
2011-08-01,Napa County,74.48279569892473,53.924372759856624,1239.21951
2011-08-01,Riverside County,58.15089605734767,68.04874551971325,2063.633203
2011-08-01,San Luis Obispo County,47.05107526881721,79.35944700460828,64.048431
2011-08-01,Siskiyou County,63.017921146953405,66.27311827956989,21.4813987
2011-08-01,Trinity County,69.68853046594981,55.33584229390681,6.8839436
2011-08-01,Ventura County,73.90465949820789,56.86774193548388,4.0264583
2011-08-01,Yuba County,75.27096774193548,59.15591397849462,326.099882
2011-09-01,Kern County,66.72150537634407,47.29713261648745,94189.09606
2011-09-01,Los Angeles County,80.31935483870969,53.19390681003584,1220.430719
2011-09-01,Mariposa County,52.476574500768045,72.67780337941628,1037.001852
2011-09-01,Riverside County,73.47670250896057,47.09462365591397,680.1461099999999
2011-09-01,San Luis Obispo County,65.75519713261649,55.751612903225805,1612.177042
2011-09-01,Siskiyou County,44.82910906298003,75.11827956989247,140.46976198000002
2011-09-01,Trinity County,79.54802867383512,53.87096774193548,16.8334544
2011-09-01,Yuba County,73.06308243727598,59.59139784946236,158.806606
2011-10-01,Los Angeles County,48.13799283154122,64.91397849462365,2.236419891
2011-10-01,Riverside County,43.32987711213517,63.16205837173578,82.619641
2011-10-01,Siskiyou County,46.78243727598565,54.42293906810036,21.0386533
2011-11-01,Siskiyou County,64.85842293906809,41.22150537634407,2.1168175
2011-12-01,Mariposa County,48.11059907834101,71.43394777265743,19.640259
2011-12-01,Trinity County,84.4548387096774,34.00107526881719,21.020241
2011-12-01,Ventura County,76.73369175627239,45.31971326164873,69.6462799
2011-12-01,Yuba County,53.3089605734767,63.59784946236559,16.591211
2012-01-01,Kern County,56.93394777265744,59.62058371735791,15.1098605
2012-01-01,Los Angeles County,56.32867383512544,56.29534050179211,12.94088785
2012-01-01,Siskiyou County,51.05555555555554,68.34587813620071,0.76610053
2012-02-01,Kern County,55.45591397849461,62.24731182795697,24.086668217
2012-02-01,Los Angeles County,71.13799283154121,51.635125448028674,4.1140103
2012-02-01,Napa County,75.90358422939067,47.886021505376334,196.72179
2012-02-01,Siskiyou County,70.38279569892474,45.009318996415765,2.311249
2012-03-01,Kern County,44.75949820788531,82.40645161290324,26.295741900000003
2012-03-01,Los Angeles County,40.9758064516129,78.04531490015361,6.355279390000001
2012-03-01,Siskiyou County,42.06221198156682,73.61751152073734,14.5091027
2012-04-01,Kern County,41.93356374807988,85.91743471582181,18.33755944
2012-04-01,Los Angeles County,46.38996415770609,60.60824372759858,7.086761
2012-04-01,Siskiyou County,44.74265232974911,73.62867383512547,102.5156518
2012-05-01,Los Angeles County,68.27455197132616,49.323655913978506,133.95778
2012-05-01,Mariposa County,51.01218637992832,74.18064516129034,1662.4
2012-05-01,Riverside County,51.71899641577061,58.16845878136203,707.353543
2012-06-01,Kern County,57.478853046594985,69.27562724014336,643.93714294
2012-06-01,Los Angeles County,45.564516129032256,80.54915514592933,630.17412502
2012-06-01,Mariposa County,71.05663082437276,64.23405017921147,1715.072279
2012-06-01,Riverside County,52.26879160266257,71.45650281618025,2883.8528256
2012-06-01,Siskiyou County,51.73963133640552,75.95852534562212,195.12501437000003
2012-06-01,Yuba County,46.53333333333334,77.52759856630824,436.4452593
2012-07-01,Kern County,48.829109062980045,75.27419354838709,2013.77331591
2012-07-01,Los Angeles County,50.91362007168459,76.62974910394266,1020.2158722
2012-07-01,Napa County,69.9383512544803,64.99928315412187,5031.248189999999
2012-07-01,Riverside County,49.45276497695853,69.05913978494624,303.120992
2012-07-01,San Luis Obispo County,51.154249871991816,73.32785458269329,636.8793069999999
2012-07-01,Siskiyou County,49.62043010752689,74.93405017921147,26.25452277
2012-07-01,Trinity County,49.33046594982079,82.06917562724016,2758.0874000000003
2012-07-01,Yuba County,61.46093189964159,62.3326164874552,3087.869561
2012-08-01,Kern County,84.7931899641577,17.39820788530466,14064.0505012
2012-08-01,Los Angeles County,73.96630824372761,45.62724014336919,167.5199344
2012-08-01,Mariposa County,72.49856630824372,23.962724014336917,728.7690960000001
2012-08-01,Napa County,52.61792114695341,43.06164874551971,7934.0054
2012-08-01,Riverside County,74.39569892473118,21.522222222222226,38522.56620919
2012-08-01,San Luis Obispo County,97.2,17.63189964157706,312.03072
2012-08-01,Siskiyou County,75.79569892473118,21.19641577060932,6.2242751
2012-08-01,Trinity County,58.57890424987198,34.64262672811059,47129.341639
2012-08-01,Ventura County,75.91254480286739,48.92831541218639,161.497549
2012-08-01,Yuba County,52.2910906298003,47.920122887864814,109.87629
2012-09-01,Kern County,74.63440860215054,21.132974910394264,0.87484509
2012-09-01,Los Angeles County,51.14132104454686,39.354454685099846,4273.2247056
2012-09-01,Mariposa County,95.64802867383514,19.828673835125446,14.658398
2012-09-01,Napa County,73.07132616487455,26.345878136200717,17942.148
2012-09-01,Riverside County,69.05337941628265,21.55540194572453,10124.600733
2012-09-01,Siskiyou County,60.25384024577572,39.43164362519202,0.816393755
2012-09-01,Trinity County,55.23771121351766,33.0042242703533,5765.608596
2012-10-01,Kern County,57.89746543778802,35.82872503840246,2.4540067
2012-10-01,Los Angeles County,66.8605734767025,22.483870967741936,20.3764016
2012-10-01,Napa County,98.05591397849462,17.42078853046595,319.7247052
2012-10-01,Trinity County,63.85232974910394,28.46559139784946,9.7144165
2012-10-01,Ventura County,77.37849462365591,22.89032258064516,12.363678
2012-10-01,Yuba County,73.68853046594982,23.242652329749102,79.675667
2012-11-01,Kern County,59.33046594982079,36.230824372759855,4.3334951
2012-11-01,Los Angeles County,30.876344086021508,85.00506912442397,7.4728813
2012-11-01,Riverside County,50.87347670250896,45.47813620071685,152.134997
2013-01-01,Napa County,67.33727598566308,30.83405017921147,318.59164
2013-02-01,Riverside County,57.08673835125448,50.2247311827957,362.23776
2013-03-01,Los Angeles County,31.908986175115206,80.0610599078341,0.085204504
2013-03-01,Mariposa County,71.0089605734767,40.65949820788531,0.343236
2013-03-01,Riverside County,36.58092677931388,83.6741679467486,77.830887
2013-04-01,Kern County,75.81075268817204,55.135842293906805,18.69010225
2013-04-01,Los Angeles County,69.80967741935483,57.33906810035842,10.920642
2013-04-01,Mariposa County,50.73046594982079,73.44874551971326,183.64243
2013-04-01,Napa County,52.053763440860216,81.02227342549924,62.4126832
2013-04-01,Riverside County,73.17741935483872,60.60250896057348,261.724
2013-04-01,Ventura County,63.33620071684587,63.415770609319,145.23349
2013-05-01,Kern County,75.24193548387096,54.69713261648745,4365.21010757
2013-05-01,Los Angeles County,58.844572452636974,71.8156938044035,31242.3208585
2013-05-01,Mariposa County,67.95412186379929,57.21971326164874,237.752316026
2013-05-01,Napa County,54.05985663082438,67.62078853046594,119.4951817
2013-05-01,Riverside County,69.92724014336916,59.820788530465954,3389.5955873
2013-05-01,San Luis Obispo County,80.70573476702508,48.458781362007166,30.291191
2013-05-01,Siskiyou County,62.42508960573476,66.12078853046596,0.45013461
2013-05-01,Ventura County,55.57718894009216,66.8536866359447,24072.903441
2013-05-01,Yuba County,54.9347158218126,75.86751152073732,62.562929999999994
2013-06-01,Kern County,71.93405017921147,29.084229390681003,4.3215066
2013-06-01,Los Angeles County,50.93279569892472,72.21620583717359,65.1753179
2013-06-01,Mariposa County,80.9494623655914,47.73870967741936,2189.648987775
2013-06-01,Napa County,69.53691756272401,42.93440860215054,35.051228
2013-06-01,Riverside County,82.68028673835126,22.551971326164875,40.46907
2013-06-01,San Luis Obispo County,57.07849462365592,50.23118279569892,9.9261951
2013-06-01,Siskiyou County,87.59928315412186,21.697491039426524,2.1471748
2013-06-01,Ventura County,55.52724014336917,62.24874551971326,63.693051999999994
2013-07-01,Kern County,88.10430107526882,23.949820788530463,1327.4380706
2013-07-01,Los Angeles County,72.24910394265233,31.828673835125446,5381.765930410001
2013-07-01,Mariposa County,51.06451612903226,37.41290322580645,22937.917092661
2013-07-01,Napa County,54.63210445468511,37.494239631336406,188.134486
2013-07-01,Riverside County,89.91541218637992,22.31648745519713,208.667922
2013-07-01,San Luis Obispo County,84.82939068100359,26.15448028673835,60.895123
2013-07-01,Siskiyou County,83.93620071684587,26.396774193548385,46.895495311
2013-07-01,Trinity County,77.60716845878137,25.23799283154122,58.5945489
2013-07-01,Yuba County,70.3573476702509,28.58673835125448,121.7166438
2013-08-01,Kern County,87.30286738351253,25.784587813620067,41.8281098
2013-08-01,Los Angeles County,64.00883256528418,30.987403993855608,628.1603336
2013-08-01,Mariposa County,71.6663082437276,30.21720430107527,0.555478215
2013-08-01,Napa County,53.24910394265233,43.279928315412185,126.67360399999998
2013-08-01,Riverside County,79.00322580645161,26.44336917562724,20375.912358
2013-08-01,Siskiyou County,65.81505376344086,39.40501792114696,49.517189
2013-08-01,Trinity County,63.79692780337942,34.97693292370711,182.43959
2013-08-01,Yuba County,57.25076804915514,35.05030721966205,27519.198377
2013-09-01,Kern County,65.50286738351254,63.145519713261656,4.4983172
2013-09-01,Mariposa County,53.00537634408602,73.97580645161291,0.3965386899999999
2013-09-01,Napa County,62.77275985663082,64.11971326164876,106.7327387
2013-09-01,Riverside County,71.81577060931899,59.03620071684588,90.077751
2013-09-01,San Luis Obispo County,58.43405017921148,68.87777777777778,94.406113
2013-09-01,Siskiyou County,72.94767025089605,57.51326164874553,7.3271341
2013-09-01,Trinity County,76.88064516129033,52.2247311827957,8075.7744
2013-09-01,Yuba County,71.431541218638,56.16666666666666,263.8782352
2013-10-01,Kern County,75.04838709677419,58.52795698924732,7.3469386
2013-10-01,Los Angeles County,69.56845878136203,56.65985663082438,6.4216747
2013-10-01,Napa County,55.86482334869432,67.31874039938556,481.10979806
2013-10-01,Riverside County,74.22616487455197,61.87240143369177,24.745316
2013-11-01,Los Angeles County,59.1483614951357,58.46144393241169,14.52183
2013-11-01,Napa County,57.03512544802868,60.61039426523299,3848.611903
2013-11-01,Riverside County,69.33225806451614,53.481003584229406,27.819542
2013-11-01,San Luis Obispo County,28.6562980030722,93.59869431643624,51.073147
2013-11-01,Ventura County,56.48348694316437,63.453917050691246,22.438803
2013-12-01,Los Angeles County,65.0415770609319,43.67813620071684,12.892859
2013-12-01,Ventura County,56.93405017921148,57.473835125448026,44.731339
2014-01-01,Los Angeles County,45.6426523297491,64.75340501792114,1959.07726139
2014-01-01,Mariposa County,30.0021505376344,79.04910394265232,13.865872
2014-01-01,San Luis Obispo County,56.61720430107527,45.34336917562723,21.944271
2014-01-01,Yuba County,37.41469534050179,78.3068100358423,115.163469
2014-02-01,Riverside County,46.6652329749104,59.36702508960573,19.093983
2014-02-01,Ventura County,29.71966205837173,76.14324116743472,20.156761
2014-03-01,Los Angeles County,71.00465949820789,49.79068100358423,117.04554
2014-04-01,Kern County,74.5,38.563440860215046,223.77972
2014-04-01,Los Angeles County,60.2078853046595,64.92867383512545,0.291232169
2014-04-01,Napa County,45.05453149001536,68.97119815668201,20.535751
2014-04-01,Trinity County,62.71577060931899,55.89462365591397,10.934291
2014-05-01,Los Angeles County,76.25017921146953,44.805734767025086,0.384704136
2014-05-01,Mariposa County,57.48996415770609,70.20860215053763,690.98199
2014-05-01,Riverside County,55.56021505376344,55.5415770609319,23.447206
2014-05-01,Ventura County,82.5942652329749,40.26810035842293,8.9324331
2014-05-01,Yuba County,78.23655913978494,50.65734767025089,9.5848856
2014-06-01,Los Angeles County,81.69856630824371,47.235842293906806,3.071525708
2014-06-01,Mariposa County,56.67242703533025,62.16321044546851,212.18411291
2014-06-01,Napa County,64.42078853046594,60.27455197132616,129.419713
2014-06-01,Riverside County,75.06415770609317,49.29462365591397,105.2040598
2014-06-01,Ventura County,79.48351254480285,45.117562724014334,1.9935428
2014-06-01,Yuba County,79.11182795698925,46.62724014336917,9.8136292
2014-07-01,Kern County,51.12327188940092,69.59062980030721,93.046127
2014-07-01,Mariposa County,53.32508960573475,68.60250896057347,23383.38761119
2014-07-01,Napa County,51.7626728110599,70.7983870967742,10920.873317
2014-07-01,Riverside County,48.56413210445469,67.57987711213518,77.768639
2014-07-01,Siskiyou County,48.050537634408606,75.49175627240145,11.163079
2014-07-01,Trinity County,70.17849462365591,54.66917562724014,18953.354932
2014-07-01,Ventura County,62.05448028673834,70.03584229390681,2.43662563
2014-07-01,Yuba County,68.45878136200717,41.345519713261645,154.6295388
2014-08-01,Kern County,51.63440860215053,45.63548387096774,4011.566181
2014-08-01,Los Angeles County,74.5706093189964,42.84372759856631,459.16757305
2014-08-01,Mariposa County,59.46236559139785,68.20860215053763,615.03677189
2014-08-01,Napa County,74.9494623655914,47.915770609319,367.99008
2014-08-01,Trinity County,75.48387096774194,39.89175627240143,460.56522
2014-08-01,Yuba County,79.71254480286738,39.67562724014337,81.862617
2014-09-01,Kern County,69.53297491039426,36.04910394265233,46.143013
2014-09-01,Mariposa County,49.70430107526882,81.0937019969278,561.6071801100001
2014-09-01,Napa County,61.333333333333336,68.52688172043011,87.802177
2014-09-01,San Luis Obispo County,58.96917562724014,45.1258064516129,10.226902
2014-09-01,Siskiyou County,84.84659498207886,29.889247311827955,516.29285
2014-09-01,Trinity County,85.91899641577061,37.6258064516129,1388.1704120000002
2014-09-01,Ventura County,78.10501792114695,45.21433691756272,12.617902
2014-09-01,Yuba County,81.23763440860215,41.66272401433692,276.56519099999997
2014-10-01,Mariposa County,75.81684587813619,50.82616487455198,313.08837509
2014-10-01,Yuba County,63.46666666666667,64.63476702508962,458.97546
2014-11-01,Los Angeles County,69.99318996415771,56.04372759856631,1.152610657
2014-11-01,Mariposa County,63.57956989247313,62.06344086021506,0.10080231
2015-02-01,Trinity County,61.26953405017921,80.27240143369175,224.784991
2015-02-01,Ventura County,66.55698924731183,77.7910394265233,0.055349458
2015-03-01,Los Angeles County,60.68817204301076,78.82867383512544,1.2048074
2015-03-01,Riverside County,60.58645673323093,45.19833589349719,16.008833
2015-03-01,Ventura County,58.38709677419356,80.00071684587813,0.0062579513
2015-04-01,Kern County,61.18010752688172,40.19009216589861,8.0956573
2015-04-01,Los Angeles County,63.54372759856631,43.50143369175627,8.327044199
2015-04-01,Riverside County,57.42741935483871,46.42665130568356,1048.6893
2015-04-01,San Luis Obispo County,65.16804915514592,41.34116743471582,20.634411
2015-04-01,Ventura County,74.99928315412187,36.23727598566308,4.6806836
2015-05-01,Kern County,56.87275985663083,41.12043010752687,7.4692373
2015-05-01,Los Angeles County,84.81684587813619,29.99462365591397,112.89029652
2015-05-01,Ventura County,90.22544802867384,33.33870967741935,4.84111497
2015-06-01,Los Angeles County,48.73425499231951,64.39439324116744,832.4526827
2015-06-01,Mariposa County,79.93297491039426,27.11827956989248,1613.233963
2015-06-01,Napa County,62.8068100358423,47.23906810035842,27.718691
2015-06-01,Riverside County,52.71779313876088,56.46876600102406,32.7923226
2015-06-01,San Luis Obispo County,71.05555555555556,31.520071684587812,1812.3151
2015-06-01,Trinity County,47.29454685099847,63.80837173579109,15796.9176
2015-06-01,Ventura County,50.65806451612903,53.77455197132616,173.67830628
2015-06-01,Yuba County,49.08064516129033,46.18781362007169,233.03840899999997
2015-07-01,Kern County,51.24039938556067,66.69508448540707,62.686375
2015-07-01,Los Angeles County,58.26953405017921,48.30824372759857,191.634739098
