year_month,county,q_avgtempF,q_avghumid,GIS_ACRES
2015-07-01,Mariposa County,75.00967741935484,39.69784946236559,160899.30982286998
2015-07-01,Napa County,80.3236559139785,34.16200716845878,77487.4985
2015-07-01,Riverside County,48.28341013824885,66.7273425499232,222.0735739
2015-07-01,San Luis Obispo County,53.84728622631848,60.60650281618024,94.627106
2015-07-01,Siskiyou County,53.74265232974909,51.962007168458776,472.110896
2015-07-01,Trinity County,54.91362007168459,53.09534050179212,143143.822213925
2015-07-01,Ventura County,67.95770609318997,37.71254480286738,79.8663049
2015-07-01,Yuba County,65.23870967741935,42.99283154121864,2410.277944
2015-08-01,Kern County,79.80322580645162,43.764874551971324,29.760997
2015-08-01,Los Angeles County,73.81146953405018,34.421146953405014,2007.0587443
2015-08-01,Mariposa County,62.46523297491039,56.46523297491039,72.76581999999999
2015-08-01,Napa County,79.86164874551972,32.99498207885305,25281.711714
2015-08-01,Riverside County,71.27670250896058,50.770609318996414,543.53662
2015-08-01,San Luis Obispo County,78.19856630824374,51.19892473118279,2458.003727
2015-08-01,Trinity County,82.17777777777778,31.66057347670251,248.14914599999997
2015-08-01,Ventura County,80.03727598566307,33.937275985663085,193.3225096
2015-08-01,Yuba County,51.985023041474655,69.48463901689708,58.1259219
2015-09-01,Kern County,65.23010752688174,54.99247311827957,26.894831
2015-09-01,Los Angeles County,50.37288786482336,55.08794162826421,88.7426515
2015-09-01,Napa County,68.22903225806452,49.0652329749104,76972.77155
2015-09-01,Riverside County,58.18863287250385,65.91298003072195,12.936362
2015-09-01,Trinity County,48.31720430107527,63.27880184331797,41.327965
2015-09-01,Ventura County,50.34193548387097,55.41254480286739,0.2467985395999999
2015-09-01,Yuba County,53.841218637992846,43.20501792114696,30.555107
2015-10-01,Los Angeles County,55.7494623655914,66.73548387096774,11.08315082
2015-10-01,Mariposa County,82.8878136200717,39.79068100358423,38.61060605
2015-10-01,Riverside County,48.97158218125961,73.01804915514593,69.169411
2015-10-01,Trinity County,60.09318996415772,47.65017921146954,52.840431
2015-10-01,Ventura County,66.55842293906811,55.0225806451613,0.55482715
2015-11-01,Los Angeles County,47.24641577060931,78.76781874039939,44.044411779
2015-11-01,Ventura County,46.2016129032258,78.18932411674348,41.360685
2015-12-01,Ventura County,48.903584229390674,71.40752688172043,1312.258028446
2016-02-01,Los Angeles County,33.77250384024578,83.26454173067076,11.32529
2016-02-01,Mariposa County,52.328315412186384,54.82114695340501,0.15896426
2016-02-01,Ventura County,30.51228878648234,86.3068356374808,2.0338473
2016-03-01,Ventura County,32.169534050179216,82.34121863799284,3.2143123
2016-03-01,Yuba County,37.67813620071685,67.29928315412187,22.82077
2016-04-01,Kern County,87.0279569892473,26.17813620071684,51.5406535
2016-04-01,Los Angeles County,41.3483870967742,61.467383512544814,165.5614449
2016-04-01,Riverside County,87.33906810035842,27.722580645161287,16.507524
2016-04-01,San Luis Obispo County,82.68422939068101,30.049462365591395,49.835483
2016-04-01,Ventura County,54.0652329749104,48.5989247311828,46.159996
2016-04-01,Yuba County,61.56487455197132,56.47060931899642,23.262161
2016-05-01,Kern County,82.77204301075268,37.06272401433691,36.98725581
2016-05-01,Los Angeles County,61.34073220686124,48.41228878648233,160.5412449
2016-05-01,Mariposa County,69.86272401433692,35.66881720430107,39.075326004
2016-05-01,Riverside County,75.31899641577061,41.68602150537634,938.971466
2016-05-01,San Luis Obispo County,90.27526881720428,32.771326164874544,203.564178
2016-05-01,Siskiyou County,66.19390681003584,59.19784946236558,0.20091313
2016-05-01,Trinity County,61.9531490015361,50.88051715309779,83.680412
2016-05-01,Ventura County,54.22388632872503,54.61443932411674,13.1199243
2016-05-01,Yuba County,58.98732718894008,57.60176651305684,200.093293
2016-06-01,Kern County,66.66093189964158,49.27992831541218,51413.4668465
2016-06-01,Los Angeles County,54.134792626728114,58.996159754224266,5885.229611909999
2016-06-01,Mariposa County,87.31433691756273,32.50071684587814,2249.302188658
2016-06-01,Napa County,70.61899641577061,42.33942652329748,366.725741
2016-06-01,Riverside County,60.52345110087045,53.58983614951355,139.96181
2016-06-01,San Luis Obispo County,50.30609318996415,49.73620071684588,155.99142
2016-06-01,Ventura County,56.61971326164875,57.96917562724014,5.2276363
2016-06-01,Yuba County,55.9774193548387,59.39139784946235,106.116489
2016-07-01,Kern County,77.02043010752688,36.06308243727599,1920.75332923
2016-07-01,Los Angeles County,60.46881720430107,55.82007168458782,42280.3115554
2016-07-01,Mariposa County,42.60501792114695,74.64587813620072,343.859767335
2016-07-01,Napa County,41.683947772657454,77.14669738863289,221.457401
2016-07-01,Riverside County,76.60931899641577,37.71863799283155,151.1728721
2016-07-01,San Luis Obispo County,71.55232974910393,36.01935483870968,41.053258
2016-07-01,Siskiyou County,75.06093189964157,35.460573476702514,53.34395953000001
2016-07-01,Trinity County,58.71290322580645,62.21971326164874,330.9144
2016-07-01,Ventura County,51.64014336917561,66.18172043010755,98.91980176
2016-07-01,Yuba County,55.54910394265232,59.22544802867384,23.137691
2016-08-01,Kern County,74.5716845878136,44.56989247311828,833.8995420000001
2016-08-01,Los Angeles County,52.59306195596517,58.061546338965705,8.23341087
2016-08-01,Mariposa County,59.44946236559139,48.44086021505377,85.29458796099999
2016-08-01,Napa County,40.26379928315411,73.81648745519713,9802.413431
2016-08-01,Riverside County,64.52293906810034,57.67885304659499,1494.853767
2016-08-01,San Luis Obispo County,79.05483870967741,37.1326164874552,46233.918
2016-08-01,Siskiyou County,53.63369175627239,71.95448028673835,710.60615339
2016-08-01,Yuba County,43.29301075268816,80.09485407066053,412.167187
2016-09-01,Los Angeles County,45.726958525345616,62.759216589861744,28.4798224
2016-09-01,Mariposa County,84.17204301075269,23.867025089605733,823.591662263
2016-09-01,Napa County,68.58172043010752,28.84982078853046,1546.7014
2016-09-01,Siskiyou County,71.6652329749104,59.70609318996416,29.494858914
2016-09-01,Ventura County,46.81505376344085,59.71397849462365,0.52292232
2016-09-01,Yuba County,72.13691756272402,55.89462365591398,490.1903425
2016-10-01,Kern County,73.8505376344086,59.1021505376344,1.1729813
2016-10-01,Los Angeles County,62.74444444444445,66.13010752688172,191.987659
2016-10-01,Mariposa County,50.6078853046595,69.5021505376344,2099.5330425350003
2016-10-01,Riverside County,74.16164874551971,56.413261648745504,14.049767
2016-10-01,Yuba County,61.90430107526882,65.30179211469533,13.914779
2016-11-01,Los Angeles County,55.80857654889913,73.13594470046081,47.875067102
2016-12-01,Los Angeles County,82.01827956989247,34.254838709677415,5.9663716
2016-12-01,Ventura County,78.64193548387097,39.95376344086021,40.238644
2017-02-01,Siskiyou County,66.9043010752688,59.52150537634409,16.052105
2017-03-01,Riverside County,74.48243727598566,46.50537634408602,66.998634
2017-04-01,Kern County,81.39999999999999,44.29247311827959,49.3376421
2017-04-01,Los Angeles County,71.21612903225807,55.03369175627242,2.5252764
2017-04-01,Riverside County,82.17777777777778,43.64802867383514,1089.230028
2017-04-01,Trinity County,70.58745519713261,56.87025089605737,45.218472
2017-04-01,Ventura County,64.03906810035842,66.17419354838711,3.7616959
2017-05-01,Kern County,51.36738351254481,79.7448028673835,573.6904975
2017-05-01,Los Angeles County,74.36164874551973,50.64623655913979,23.1663074
2017-05-01,Mariposa County,61.781720430107534,66.57706093189962,1730.4664
2017-05-01,Napa County,72.92544802867383,57.878136200716845,12.651321
2017-05-01,Riverside County,56.29211469534051,75.89534050179212,266.7570336
2017-05-01,San Luis Obispo County,49.22119815668204,70.91397849462366,405.003502
2017-05-01,Siskiyou County,64.98745519713263,63.582795698924734,0.53255153
2017-05-01,Ventura County,77.43691756272402,52.91505376344086,14.6884363
2017-05-01,Yuba County,74.95304659498208,57.7763440860215,10.771694
2017-06-01,Kern County,67.24587813620072,57.6594982078853,258.6696274
2017-06-01,Los Angeles County,73.15770609318997,60.07275985663082,1668.67778075
2017-06-01,Mariposa County,55.58448540706606,68.57334869431644,1986.913632397
2017-06-01,Napa County,62.93584229390681,65.80967741935483,11.683084
2017-06-01,Riverside County,74.30716845878136,57.029390681003576,6450.13
2017-06-01,San Luis Obispo County,63.73763440860216,48.4111111111111,1824.686452
2017-06-01,Siskiyou County,80.13082437275986,48.37060931899641,136.52700354
2017-06-01,Ventura County,71.36200716845879,58.38458781362007,3.4551429
2017-07-01,Kern County,78.56129032258066,49.82580645161289,4208.946526600001
2017-07-01,Los Angeles County,68.5562724014337,55.6964157706093,271.967692428
2017-07-01,Mariposa County,58.3068100358423,59.00179211469533,90612.844969199
2017-07-01,Napa County,54.40476190476191,66.42089093701996,2524.9091097
2017-07-01,Riverside County,76.89462365591397,49.92580645161289,232.087199
2017-07-01,San Luis Obispo County,40.22739375320021,83.58376856118792,29583.237681
2017-07-01,Siskiyou County,39.0010752688172,72.45483870967742,670.703009015
2017-07-01,Trinity County,69.99749103942652,55.33261648745519,178.81000189999995
2017-07-01,Ventura County,62.570609318996425,60.502508960573465,83.2363884
2017-07-01,Yuba County,60.75913978494625,66.05448028673835,334.939369
2017-08-01,Kern County,37.89749103942652,73.3888888888889,9011.375240673
2017-08-01,Los Angeles County,62.559498207885305,51.32401433691757,122.5007773
2017-08-01,Mariposa County,42.330107526881726,84.18566308243729,20816.586826088
2017-08-01,Napa County,59.4089605734767,63.4573476702509,275.6264164
2017-08-01,Riverside County,44.45663082437276,68.02329749103943,1098.77063
2017-08-01,San Luis Obispo County,42.49231950844854,70.15399385560676,83.02915
2017-08-01,Siskiyou County,56.03691756272402,53.78279569892473,33441.774455060004
2017-08-01,Trinity County,64.67598566308243,48.75376344086022,21985.977779
2017-08-01,Ventura County,69.45197132616488,43.10896057347671,3.9235837
2017-08-01,Yuba County,70.25519713261649,45.9405017921147,2331.52149
2017-09-01,Kern County,56.83405017921146,53.13476702508961,52.0456394
2017-09-01,Los Angeles County,71.42078853046596,46.22616487455196,7051.79152096
2017-09-01,Mariposa County,40.86904761904761,83.2826420890937,2347.382142424
2017-09-01,Napa County,49.41433691756272,76.53727598566309,105.121263
2017-09-01,Riverside County,67.54014336917562,40.89856630824372,3899.145276
2017-09-01,San Luis Obispo County,48.49892473118279,52.878136200716845,519.740243
2017-09-01,Siskiyou County,71.79677419354839,39.59032258064517,2.84568564
2017-09-01,Trinity County,71.29498207885304,45.2236559139785,14351.35475
2017-09-01,Ventura County,66.23799283154122,53.82831541218638,1.190109
2017-09-01,Yuba County,68.1752688172043,52.70609318996416,124.843746
2017-10-01,Kern County,46.614439324116745,77.42511520737328,74.866297
2017-10-01,Los Angeles County,58.79892473118278,58.17491039426523,45.439124975
2017-10-01,Napa County,80.8437275985663,30.334767025089604,202967.626182
2017-10-01,Riverside County,44.442396313364064,76.65092165898618,41.77808
2017-10-01,San Luis Obispo County,49.29651817716334,70.94690220174091,101.832159
2017-10-01,Siskiyou County,45.89175627240144,55.41003584229392,5.497603614
2017-10-01,Trinity County,54.60609318996416,54.28602150537635,35.519821
2017-10-01,Ventura County,48.90788530465949,71.59390681003585,87.58131870000001
2017-10-01,Yuba County,63.23584229390681,44.98351254480286,17075.0232665
2017-11-01,Kern County,48.99032258064516,65.90860215053763,3.9798951
2017-11-01,Los Angeles County,72.76594982078853,39.60896057347672,0.317371193
2017-11-01,Siskiyou County,59.11218637992831,58.6921146953405,0.22167823
2017-11-01,Ventura County,77.75519713261649,36.43691756272403,4.6660614
2017-12-01,Kern County,63.84301075268818,38.06594982078853,22.354378
2017-12-01,Los Angeles County,81.46200716845878,38.19569892473118,22038.35235994
2017-12-01,Ventura County,75.88136200716846,45.93763440860215,281794.96067667997
2018-01-01,Los Angeles County,58.75304659498208,54.329749103942646,2.6000354
2018-01-01,Ventura County,70.97956989247311,41.91397849462365,3.6702191888
2018-02-01,Kern County,53.05985663082436,71.67060931899641,0.53933132
2018-02-01,Los Angeles County,82.28924731182795,37.31863799283154,0.025269888
2018-02-01,San Luis Obispo County,51.82450076804914,72.12058371735792,5.25598
2018-02-01,Siskiyou County,70.22186379928313,45.41075268817204,12.398717
2018-02-01,Ventura County,87.76236559139784,34.95304659498208,0.61097966
2018-03-01,Kern County,57.70143369175627,48.246953405017926,0.22155429
2018-03-01,Siskiyou County,48.99692780337941,64.22542242703533,3.213341
2018-03-01,Ventura County,79.50465949820787,45.27885304659498,258.63864
2018-04-01,Kern County,55.82834101382489,47.73771121351766,4.7171197
2018-04-01,Los Angeles County,55.427598566308255,49.27921146953404,7.7679405
2018-04-01,Siskiyou County,50.51899641577062,64.98136200716846,1.0942538
2018-04-01,Ventura County,66.40071684587814,44.25770609318996,0.39263305
2018-05-01,Kern County,56.008243727598575,54.05412186379928,17.81522664
2018-05-01,Los Angeles County,78.24802867383512,36.11075268817205,33.05858079
2018-05-01,Mariposa County,64.38566308243729,58.48888888888889,1739.069
2018-05-01,Napa County,82.48960573476703,37.932974910394265,18.3760996
2018-05-01,Riverside County,61.277060931899655,46.89283154121864,1260.9869
2018-05-01,Siskiyou County,73.42903225806452,35.40250896057348,3.7569015
2018-05-01,Ventura County,84.28028673835126,30.60537634408602,0.34390971
2018-06-01,Kern County,60.631541218637985,68.31397849462365,51.195301099999995
2018-06-01,Los Angeles County,50.24155145929339,70.14669738863286,2962.37188685
2018-06-01,Mariposa County,86.2347670250896,32.992831541218635,5174.601382
2018-06-01,Napa County,69.14229390681002,46.57168458781362,105041.9927842
2018-06-01,Riverside County,55.06011264720942,73.21643625192013,156.37726
2018-06-01,San Luis Obispo County,75.52795698924733,43.84229390681004,134.2837198
2018-06-01,Siskiyou County,53.86405529953917,61.50537634408602,41.1856011
2018-06-01,Trinity County,50.90783410138249,74.57296466973887,2151.9731627
2018-06-01,Ventura County,52.73440860215053,66.04193548387097,50.113164811
2018-06-01,Yuba County,51.52867383512544,77.68602150537633,134.9949429
2018-07-01,Kern County,57.22388632872503,70.76497695852534,484.6665334
2018-07-01,Los Angeles County,59.13978494623657,44.25448028673835,90.717674
2018-07-01,Mariposa County,83.34587813620071,36.34802867383512,96916.9242269
2018-07-01,Napa County,85.3616487455197,39.69605734767024,460229.38398199994
2018-07-01,San Luis Obispo County,57.91589861751152,67.15524833589349,19.0949648
2018-07-01,Siskiyou County,55.64802867383512,65.93512544802867,38239.90477295999
2018-07-01,Trinity County,62.18781362007169,56.66308243727598,229806.179168
2018-07-01,Ventura County,68.68602150537635,42.7010752688172,3.7347097641
2018-07-01,Yuba County,70.21075268817204,47.46630824372759,1297.6658469
2018-08-01,Los Angeles County,78.28136200716845,42.95412186379927,9.1790104
2018-08-01,Mariposa County,63.76272401433692,66.71326164874552,22.008579
2018-08-01,Napa County,79.73333333333333,45.46738351254479,2384.254895
2018-08-01,San Luis Obispo County,72.97741935483872,63.25304659498209,3.0390003
2018-08-01,Trinity County,78.59390681003585,38.75913978494623,48106.71122
2018-08-01,Ventura County,84.50716845878135,39.4594982078853,25.710260728
2018-08-01,Yuba County,86.15555555555557,33.033333333333324,763.3892232
2018-09-01,Kern County,65.18745519713262,68.83046594982079,203.9747227
2018-09-01,Los Angeles County,58.72350230414746,63.412442396313374,3720.84833864
2018-09-01,Mariposa County,73.47741935483872,62.28602150537635,772.442274
2018-09-01,Napa County,68.90645161290324,57.73082437275986,2547.888649
2018-09-01,Riverside County,61.78307731694829,65.03438300051204,21.580156
2018-09-01,San Luis Obispo County,68.28387096774195,67.11899641577061,180.84118069
2018-09-01,Trinity County,60.01267281105991,56.37288786482336,65318.42073699999
2018-09-01,Ventura County,60.72508960573477,61.62831541218639,66.7711177021
2018-09-01,Yuba County,61.00824372759857,60.37634408602151,1145.035851
2018-10-01,Los Angeles County,67.77921146953405,53.8494623655914,4.8496255800000005
2018-10-01,Mariposa County,71.51648745519714,70.50000000000001,30.344709
2018-10-01,San Luis Obispo County,63.56705069124425,58.305427547363045,58.527103
2018-10-01,Siskiyou County,64.01075268817205,55.61290322580646,38132.963814
2018-10-01,Ventura County,73.66415770609319,58.53189964157707,6.488588927
2018-11-01,Los Angeles County,80.57060931899643,53.32437275985664,96970.083713726
2018-11-01,Ventura County,80.79641577060933,56.04480286738352,4659.063439801
2018-11-01,Yuba County,63.23425499231951,44.02227342549923,40.303265
2018-12-01,Los Angeles County,60.03686635944701,37.68663594470046,2.1808496
2018-12-01,Ventura County,63.00035842293906,37.26917562724014,0.0097211637
2019-03-01,Riverside County,56.394982078853054,77.51994367639529,594.5017839999999
2019-04-01,San Luis Obispo County,73.23082437275987,46.53010752688172,1.9085453
2019-04-01,Siskiyou County,68.6673835125448,60.00071684587814,3.2366233
2019-05-01,Kern County,76.89283154121864,43.58458781362007,3624.842085
2019-05-01,San Luis Obispo County,79.63010752688173,43.30215053763441,875.5348836999999
2019-05-01,Siskiyou County,60.22508960573477,70.55913978494624,7.526093
2019-05-01,Trinity County,55.66986687147977,60.1352790578597,12.596249
2019-05-01,Yuba County,52.95046082949309,61.47964669738863,87.47647799999999
2019-06-01,Kern County,58.9168458781362,70.6440860215054,18.745783
2019-06-01,Mariposa County,82.31577060931899,39.30215053763442,8.951272
2019-06-01,Napa County,66.99462365591398,47.703584229390685,2438.03696
2019-06-01,Riverside County,52.39073220686124,74.93978494623657,566.9267629999999
2019-06-01,San Luis Obispo County,54.653046594982065,60.0010752688172,3061.41261153
2019-06-01,Siskiyou County,79.41362007168459,42.30430107526882,36.686626
2019-06-01,Trinity County,51.773041474654384,60.008064516129046,129.06361
2019-06-01,Yuba County,52.445519713261646,61.04444444444446,974.694557
2019-07-01,Kern County,76.19211469534049,53.272759856630834,239.45371
2019-07-01,Los Angeles County,66.01290322580645,57.23942652329749,21.48666
2019-07-01,Mariposa County,46.87491039426524,73.44659498207885,113.414161
2019-07-01,Napa County,47.17434715821812,83.05952380952381,48.001408
2019-07-01,Riverside County,73.66989247311828,59.58387096774194,97.786116
2019-07-01,San Luis Obispo County,68.3921146953405,51.967741935483865,1073.4612405
2019-07-01,Trinity County,61.03046594982078,63.31039426523298,75.33748299999999
2019-07-01,Ventura County,59.03763440860215,62.29283154121864,142.437011
2019-07-01,Yuba County,52.2268817204301,75.41433691756272,49.3307395
2019-08-01,Los Angeles County,53.45880696364568,71.75826932923707,2595.9443452
2019-08-01,Mariposa County,63.62329749103943,59.48351254480286,1407.55825
2019-08-01,Riverside County,67.37096774193549,59.79283154121863,110.865265
2019-08-01,San Luis Obispo County,83.00860215053764,43.48351254480286,22.362335
2019-08-01,Trinity County,56.70171530977982,65.01530977982591,685.048504
2019-08-01,Yuba County,49.795314900153606,77.49769585253456,22.343132
2019-09-01,Kern County,51.93512544802868,50.785304659498216,41.7032843
2019-09-01,Los Angeles County,45.28801843317972,79.18855606758831,10.50961
2019-09-01,Napa County,62.83548387096774,46.82580645161289,92.873625
2019-09-01,Riverside County,61.89856630824372,40.36415770609319,2522.97568
2019-09-01,San Luis Obispo County,35.609677419354846,79.46559139784945,218.8293976
2019-09-01,Siskiyou County,64.77491039426523,45.74731182795699,28.2639514
2019-09-01,Trinity County,47.43087557603686,74.74769585253455,7017.2626924
2019-10-01,Kern County,65.05232974910395,48.13906810035842,65.7332481
2019-10-01,Los Angeles County,46.60286738351255,75.04767025089605,14213.5075938
2019-10-01,Mariposa County,30.76164874551972,66.44086021505376,5508.3501
2019-10-01,Napa County,31.096774193548395,76.77995391705069,78288.99885
2019-10-01,Riverside County,68.10788530465949,45.76129032258064,1773.54142
2019-10-01,San Luis Obispo County,63.07849462365593,49.78566308243728,0.31363985
2019-10-01,Trinity County,52.197132616487465,61.55878136200717,42.175037
2019-10-01,Ventura County,37.18351254480287,85.27060931899642,12020.11109
2019-10-01,Yuba County,46.91146953405018,62.07096774193548,21.2821922
2019-11-01,Kern County,68.18315412186382,45.97992831541219,14.535879
2019-11-01,Los Angeles County,41.59603174603176,77.06712749615974,68.8512236
2019-11-01,Napa County,29.50179211469536,84.02043010752688,73.550552
2019-11-01,Trinity County,37.93123399897596,79.35739887352791,10.585982
2019-11-01,Yuba County,37.34139784946239,73.22580645161291,24.590448
2019-12-01,Mariposa County,54.25192012288786,72.27995391705069,12.634579
2020-02-01,Napa County,57.60322580645161,68.76164874551971,6.5255814
2020-02-01,Siskiyou County,49.75878136200717,64.85053763440861,2.80249
2020-02-01,Trinity County,55.59651817716334,73.405273937532,10.7585
2020-02-01,Yuba County,53.55337941628264,71.87173579109064,101.76651
2020-03-01,Napa County,38.69820788530466,84.05555555555556,21.917231
2020-03-01,Yuba County,63.34336917562724,61.35304659498208,94.523724
2020-04-01,Napa County,38.32027649769586,81.02534562211981,1.0706677
2020-04-01,Siskiyou County,65.84086021505375,53.71146953405017,1.7493327
2020-04-01,Trinity County,58.286379928315405,64.05663082437276,57.785629
2020-04-01,Yuba County,48.39749103942652,71.95412186379927,10.31596
2020-05-01,Kern County,54.29068100358423,71.82186379928315,21.870525
2020-05-01,Los Angeles County,37.58533026113671,69.34190988223246,19.8913653
2020-05-01,San Luis Obispo County,53.03725038402458,68.25076804915516,62.6055217
2020-05-01,Siskiyou County,62.05340501792114,71.10358422939068,13.73043
2020-05-01,Trinity County,68.94121863799283,62.70179211469534,27.245562
2020-05-01,Ventura County,31.91973886328725,75.54262672811059,1320.7233
2020-06-01,Kern County,64.72007168458781,71.23906810035844,1224.0205387
2020-06-01,Los Angeles County,62.63727598566308,76.97240143369176,365.8877222
2020-06-01,Mariposa County,53.07526881720431,69.91628264208909,2774.6695887
2020-06-01,Napa County,57.941218637992826,73.05842293906811,2119.4483472
2020-06-01,Riverside County,66.736917562724,74.05985663082437,269.35031299999997
2020-06-01,San Luis Obispo County,58.07562724014336,72.99713261648746,2329.8339239
2020-06-01,Siskiyou County,68.04408602150538,71.71827956989246,4.573523
2020-06-01,Trinity County,64.10143369175627,76.90035842293906,77.028761
2020-06-01,Ventura County,60.60501792114695,77.48853046594982,1101.5134
2020-06-01,Yuba County,64.41541218637992,73.24551971326166,878.773237
2020-07-01,Kern County,72.28028673835125,64.09784946236559,3281.0490961
2020-07-01,Los Angeles County,63.60573476702509,71.41935483870968,2743.6397121
2020-07-01,Mariposa County,58.916129032258056,62.67060931899641,7121.6621509999995
2020-07-01,Napa County,57.46198156682027,64.57104454685101,245.2086956
2020-07-01,Riverside County,71.7358422939068,64.68673835125448,42673.601392
2020-07-01,San Luis Obispo County,54.20051203277009,68.32624167946749,3715.4923267
2020-07-01,Siskiyou County,52.52867383512544,62.39677419354839,81836.9101558
2020-07-01,Trinity County,63.71039426523297,67.8,435.782178
2020-07-01,Ventura County,60.4584229390681,72.1146953405018,40.0872713
2020-07-01,Yuba County,60.32150537634408,70.43010752688171,272.1884746
2020-08-01,Kern County,50.14910394265231,56.36129032258065,7954.2257057
2020-08-01,Los Angeles County,77.03799283154122,40.077777777777776,42974.9041397
2020-08-01,Mariposa County,56.450179211469525,67.59390681003585,3279.808301
2020-08-01,Napa County,77.25985663082436,46.96164874551971,363528.6310013
2020-08-01,Riverside County,55.70824372759856,52.28602150537634,163.369632
2020-08-01,San Luis Obispo County,50.33678955453147,53.366743471582176,2983.637415
2020-08-01,Siskiyou County,64.8179211469534,41.83440860215054,2.3604331
2020-08-01,Trinity County,73.9279569892473,45.11505376344087,270.65076
2020-08-01,Ventura County,85.34982078853047,33.69068100358423,2204.695001
2020-08-01,Yuba County,81.88602150537633,41.74551971326164,47525.679444
2020-09-01,Kern County,66.29283154121862,52.77132616487455,51.3524913
2020-09-01,Los Angeles County,85.54336917562723,34.67562724014337,116263.3186751
2020-09-01,Mariposa County,56.607526881720425,57.45967741935484,380536.88953
2020-09-01,Napa County,65.30501792114694,52.65591397849462,67559.9608909
2020-09-01,Riverside County,76.63978494623655,40.24372759856631,6321.851535
2020-09-01,San Luis Obispo County,60.260215053763424,47.464516129032255,1.0168997
2020-09-01,Siskiyou County,85.00896057347667,26.08673835125448,74.71431000000001
2020-09-01,Trinity County,86.705376344086,36.11254480286738,56768.68135
2020-09-01,Yuba County,81.35698924731182,39.78709677419355,1309.09
2020-10-01,Kern County,55.78725038402458,63.18932411674348,55.8712178
2020-10-01,Los Angeles County,71.80931899641574,50.77670250896057,10484.0124577
2020-10-01,Napa County,51.31221198156679,64.39516129032258,177.9975877
2020-10-01,San Luis Obispo County,55.05064004096263,71.3616231438812,9.7390868
2020-10-01,Trinity County,70.72293906810033,48.78566308243728,181.44722
2020-10-01,Yuba County,71.59677419354838,42.44336917562723,83.90299
2020-11-01,Kern County,57.75304659498208,45.956272401433694,20374.488
2020-11-01,Los Angeles County,72.33297491039427,50.43584229390681,129.4082109
2020-11-01,Napa County,70.42867383512545,54.694265232974914,2.3748472
2020-11-01,San Luis Obispo County,54.449692780337934,64.02649769585253,9.1514051
2020-12-01,Kern County,68.00645161290323,50.91182795698925,22.36359
2020-12-01,Los Angeles County,75.40286738351254,52.02150537634409,8.7979459
2020-12-01,Riverside County,73.07132616487456,51.31182795698925,3040.351
2020-12-01,San Luis Obispo County,61.158781362007176,49.71254480286738,22.70941
2020-12-01,Ventura County,72.52114695340502,55.17204301075268,39.82645
2020-12-01,Yuba County,72.28530465949821,57.636917562724015,15.85951
