year_month,county,q_avgtempF,q_avghumid,GIS_ACRES,cumulative_acres
2008-07-01,Kern County,29.062211981566826,90.67281105990784,89.24692099999999,89.24692099999999
2008-07-01,Los Angeles County,42.46702508960573,62.71433691756272,51.12194303,51.12194303
2008-07-01,Mariposa County,67.30896057347671,46.58136200716846,35658.83486,35658.83486
2008-07-01,San Luis Obispo County,40.951843317972354,69.73502304147466,171.35752399999998,171.35752399999998
2008-07-01,Trinity County,39.11720430107527,68.20358422939067,31.177931,31.177931
2008-07-01,Yuba County,49.42043010752688,63.67347670250896,80.084793,80.084793
2008-08-01,Los Angeles County,60.02222222222222,49.03261648745521,301.60824289999994,352.73018592999995
2008-08-01,Napa County,67.39820788530466,44.73225806451614,348.149104,348.149104
2008-08-01,Riverside County,36.88817204301075,79.36594982078854,20.178473,20.178473
2008-08-01,San Luis Obispo County,35.24654377880184,66.9731182795699,40.250526,211.60805
2008-08-01,Siskiyou County,51.59354838709677,59.34372759856632,6067.5005,6067.5005
2008-08-01,Trinity County,62.93978494623656,49.92365591397851,249.729271,280.907202
2008-08-01,Yuba County,68.20143369175628,45.2068100358423,164.194421,244.27921400000002
2008-09-01,Kern County,55.90573476702508,43.77311827956991,56.534851,145.781772
2008-09-01,Los Angeles County,73.97025089605735,38.00788530465951,128.4776358,481.20782173
2008-09-01,Mariposa County,32.114439324116745,87.10983102918588,289.991866,35948.826726
2008-09-01,Siskiyou County,52.97388632872503,76.54224270353302,29.577476,6097.0779760000005
2008-09-01,Trinity County,72.21827956989249,38.28494623655916,3238.452045,3519.359247
2008-09-01,Yuba County,65.3863799283154,46.44408602150539,1595.925549,1840.2047630000002
2008-10-01,Los Angeles County,57.39677419354839,73.08351254480287,19384.3790402,19865.58686193
2008-10-01,Mariposa County,71.64623655913978,61.61935483870968,31.247882,35980.074608
2008-10-01,Napa County,80.35448028673835,50.22078853046596,233.10208,581.251184
2008-10-01,Trinity County,57.28172043010753,56.84121863799282,59.07655,3578.435797
2008-10-01,Ventura County,67.39175627240142,59.34014336917563,22.345585,22.345585
2008-10-01,Yuba County,69.54659498207884,54.29175627240144,49.575794,1889.7805570000003
2008-11-01,Los Angeles County,78.46594982078852,46.609318996415766,11261.9692539,31127.556115830004
2008-11-01,Riverside County,62.52795698924732,51.6741935483871,30305.232,30325.410473
2008-11-01,San Luis Obispo County,53.344086021505376,72.8594470046083,82.361921,293.969971
2008-12-01,Los Angeles County,83.85376344086022,41.52544802867384,15.268284,31142.824399830002
2008-12-01,Ventura County,79.04731182795699,45.78351254480288,0.48521397,22.83079897
2009-01-01,Trinity County,60.481362007168464,53.17419354838711,37.1925745,3615.6283715
2009-03-01,Riverside County,52.15104966717869,69.79508448540706,67.66906,30393.079533
2009-03-01,Siskiyou County,52.524193548387096,59.03494623655914,59.491119,6156.569095
2009-03-01,Yuba County,46.337992831541214,54.935483870967744,83.006935,1972.7874920000002
2009-04-01,Kern County,49.30798771121352,79.25307219662058,14.439046,160.22081799999998
2009-04-01,Riverside County,45.84562211981567,80.01651305683565,161.547816,30554.627349
2009-04-01,San Luis Obispo County,52.360906298003066,74.72931387608809,23.422054,317.392025
2009-04-01,Trinity County,53.5,62.07383512544803,10.651241,3626.2796125
2009-04-01,Yuba County,63.52616487455197,55.0573476702509,25.314465,1998.101957
2009-05-01,Kern County,66.8021505376344,49.38458781362007,671.229665,831.450483
2009-05-01,Los Angeles County,75.05304659498206,36.35448028673835,442.486927,31585.311326830004
2009-05-01,Mariposa County,60.24480286738351,68.63799283154121,3133.772897,39113.847505000005
2009-05-01,Riverside County,60.02652329749103,52.97777777777778,450.75568,31005.383029
2009-05-01,Yuba County,51.65476190476191,60.24385560675884,15.640191,2013.7421480000003
2009-06-01,Kern County,58.1931899641577,50.48888888888888,1223.587659,2055.038142
2009-06-01,Los Angeles County,49.15937019969277,46.90130568356373,375.721543,31961.032869830004
2009-06-01,Mariposa County,68.76344086021506,50.17096774193548,1653.4879,40767.335405000005
2009-06-01,Napa County,61.21720430107527,48.91039426523296,677.44049,1258.691674
2009-06-01,Yuba County,53.4168458781362,41.9010752688172,118.927864,2132.670012
2009-07-01,Kern County,49.48041474654378,64.04454685099846,233.741371,2288.779513
2009-07-01,Los Angeles County,57.56164874551971,50.71254480286737,875.1619666,32836.194836430004
2009-07-01,Mariposa County,65.47240143369176,53.234050179211465,1344.193325,42111.528730000005
2009-07-01,Riverside County,50.32987711213519,58.25960061443931,567.9544510000001,31573.33748
2009-07-01,San Luis Obispo County,77.12759856630824,45.61792114695341,166.69321750999998,484.08524250999994
2009-07-01,Trinity County,63.13584229390681,38.56594982078852,1576.323082,5202.602694499999
2009-07-01,Yuba County,62.854121863799286,45.934050179211454,1002.771013,3135.441025
2009-08-01,Kern County,69.19928315412186,59.0516129032258,195.273363,2484.052876
2009-08-01,Los Angeles County,59.44162826420891,59.3436507936508,163309.31938149998,196145.51421792997
2009-08-01,Mariposa County,70.56272401433692,47.456272401433694,7553.2148,49664.74353
2009-08-01,Trinity County,58.23533026113671,61.58648233486943,18641.6602867,23844.2629812
2009-08-01,Ventura County,58.145929339477725,56.52035330261136,112.46517,135.29596897
2009-08-01,Yuba County,56.07181259600615,58.61904761904761,4463.002738499999,7598.4437634999995
2009-09-01,Kern County,65.67670250896059,60.5336917562724,15.600183,2499.653059
2009-09-01,Los Angeles County,59.8636712749616,45.19854070660522,97.7519634,196243.26618133
2009-09-01,Napa County,72.31146953405018,49.67025089605735,1774.67663,3033.3683039999996
2009-09-01,Riverside County,65.5757040450589,51.37240143369176,538.39464,32111.73212
2009-09-01,Siskiyou County,63.16628264208908,44.65130568356374,103.36531,6259.934405
2009-09-01,Trinity County,60.67127496159754,53.68010752688172,15.41852,23859.681501199997
2009-09-01,Ventura County,60.9168458781362,43.28028673835126,17543.423453000003,17678.719421970003
2009-09-01,Yuba County,59.048387096774185,48.07670250896058,124.405672,7722.849435499999
2009-10-01,Kern County,70.54408602150538,57.555197132616485,248.480728,2748.133787
2009-10-01,Los Angeles County,68.14910394265233,44.8326164874552,18.623386,196261.88956733
2009-10-01,Siskiyou County,65.33548387096775,63.47921146953404,6.1982527,6266.1326577
2009-10-01,Ventura County,74.12078853046594,47.246953405017926,56.45208,17735.171501970002
2009-11-01,Los Angeles County,52.54239631336406,77.81067588325652,155.28372,196417.17328733
2009-11-01,San Luis Obispo County,72.69749103942652,67.17813620071685,83.740402,567.82564451
2010-03-01,Kern County,66.26845878136201,52.95197132616488,98.147751,2846.281538
2010-03-01,Siskiyou County,79.38458781362009,50.15197132616488,7.196177,6273.3288347
2010-05-01,Kern County,73.68064516129033,60.63154121863799,3443.532411,6289.813949
2010-05-01,Los Angeles County,63.12875064004097,56.61016385048644,3.6281228,196420.80141013
2010-05-01,Riverside County,69.12974910394266,59.76953405017922,1898.3160376,34010.0481576
2010-06-01,Kern County,59.8673835125448,45.19677419354839,24.587246,6314.401195
2010-06-01,Los Angeles County,56.163978494623656,53.72811059907836,57.5271119,196478.32852203
2010-06-01,Mariposa County,82.15806451612904,46.17921146953407,2062.51737,51727.2609
2010-06-01,Riverside County,68.4326164874552,41.30394265232975,281.025085,34291.0732426
2010-06-01,San Luis Obispo County,49.508602150537634,54.10430107526881,10.187359,578.01300351
2010-06-01,Siskiyou County,73.57347670250896,46.70752688172042,3.5509268,6276.8797615
2010-06-01,Yuba County,70.45197132616488,46.87598566308244,207.22079,7930.0702255
2010-07-01,Kern County,74.5989247311828,47.617562724014334,3178.407947,9492.809142
2010-07-01,Los Angeles County,61.05197132616488,61.17813620071684,13662.278397,210140.60691903
2010-07-01,Mariposa County,43.3741935483871,69.22759856630823,1726.500998,53453.761898000004
2010-07-01,Riverside County,75.7100358422939,44.15089605734767,3733.292475,38024.3657176
2010-07-01,Siskiyou County,70.94193548387096,50.75232974910394,34.76550556,6311.64526706
2010-07-01,Trinity County,64.54193548387097,51.94659498207886,191.7495904,24051.4310916
2010-07-01,Ventura County,52.71326164874552,72.3652329749104,77.968796,17813.140297970003
2010-07-01,Yuba County,56.23942652329749,61.65878136200717,147.577605,8077.647830499999
2010-08-01,Kern County,71.07240143369175,48.943010752688174,1879.234782,11372.043924000001
2010-08-01,Los Angeles County,47.35960061443933,80.86438812083973,184.089505,210324.69642403
2010-08-01,Mariposa County,62.92186379928315,49.30860215053764,1446.400416,54900.162314
2010-08-01,Napa County,49.80824372759856,62.69354838709677,346.92444,3380.292744
2010-08-01,Riverside County,63.69390681003584,59.94802867383513,485.990375,38510.3560926
2010-08-01,San Luis Obispo County,52.95430107526882,70.49500768049155,53.33189,631.34489351
2010-08-01,Siskiyou County,62.43082437275985,66.49856630824372,4.8135028,6316.45876986
2010-08-01,Yuba County,43.71082949308755,78.73271889400922,1779.175516,9856.8233465
2010-09-01,Kern County,61.3706093189964,72.06559139784946,203.81558,11575.859504
2010-09-01,Los Angeles County,64.54767025089605,71.53906810035842,76.5185809,210401.21500493
2010-09-01,Riverside County,64.46451612903225,74.71290322580644,277.132336,38787.4884286
2010-09-01,Siskiyou County,64.93405017921145,78.71290322580644,2.7510304,6319.2098002600005
2010-09-01,Ventura County,62.47240143369175,72.29175627240143,41.612827,17854.753124970004
2010-10-01,Riverside County,62.76666666666666,80.07347670250896,31.920403,38819.4088316
2010-10-01,San Luis Obispo County,63.54086021505376,77.98709677419355,305.44199,936.7868835099999
2010-10-01,Yuba County,57.79032258064515,79.95340501792114,654.022468,10510.845814499999
2011-01-01,Los Angeles County,60.07311827956988,78.09139784946235,0.093954369,210401.308959299
2011-02-01,Siskiyou County,51.63333333333333,50.05985663082438,7.5725226,6326.78232286
2011-05-01,Kern County,31.493906810035835,79.31182795698923,69.24511,11645.104614
2011-05-01,Los Angeles County,61.18888888888889,49.33727598566308,443.809619,210845.118578299
2011-05-01,Riverside County,41.11756272401433,68.62365591397848,1298.836556,40118.2453876
2011-05-01,San Luis Obispo County,37.90284178187404,71.15860215053762,209.1628615,1145.94974501
2011-05-01,Yuba County,70.952688172043,35.59390681003583,240.43732,10751.2831345
2011-06-01,Kern County,52.28064516129032,54.78422939068099,8358.67176,20003.776374
2011-06-01,Los Angeles County,72.45663082437274,38.68136200716845,158.589778,211003.708356299
2011-06-01,Mariposa County,36.14400921658986,83.40629800307218,771.40238,55671.564694
2011-06-01,Riverside County,63.868458781362,41.67096774193548,173.055851,40291.3012386
2011-06-01,San Luis Obispo County,41.06881720430108,62.11182795698924,510.2315200000001,1656.18126501
2011-06-01,Siskiyou County,69.72867383512545,39.937992831541216,13.6949807,6340.47730356
2011-06-01,Trinity County,72.20716845878135,35.86236559139784,31.468737,24082.8998286
2011-06-01,Ventura County,67.1663082437276,45.391039426523285,4.4857216,17859.238846570002
2011-06-01,Yuba County,68.43584229390682,41.50465949820787,18.570866,10769.8540005
2011-07-01,Kern County,50.71850998463901,81.51382488479264,272.91069100000004,20276.687065
2011-07-01,Los Angeles County,55.19462365591397,56.893189964157706,155.578690262,211159.287046561
2011-07-01,Riverside County,48.48195084485406,82.04070660522274,304.35704,40595.6582786
2011-07-01,San Luis Obispo County,52.88694316436252,73.12078853046596,64.06134119999999,1720.24260621
2011-07-01,Siskiyou County,49.05197132616488,63.34659498207886,4.57812816,6345.05543172
2011-07-01,Ventura County,45.91863799283154,66.65232974910394,102.0191806,17961.258027170003
2011-07-01,Yuba County,65.3594982078853,54.11326164874552,532.157433,11302.0114335
2011-08-01,Kern County,52.89283154121864,70.2853046594982,1751.36339,22028.050455
2011-08-01,Los Angeles County,71.01218637992832,56.80322580645162,552.2444677200001,211711.531514281
2011-08-01,Napa County,74.48279569892473,53.924372759856624,1239.21951,4619.512253999999
2011-08-01,Riverside County,58.15089605734767,68.04874551971325,2063.633203,42659.2914816
2011-08-01,San Luis Obispo County,47.05107526881721,79.35944700460828,64.048431,1784.29103721
2011-08-01,Siskiyou County,63.017921146953405,66.27311827956989,21.4813987,6366.53683042
2011-08-01,Trinity County,69.68853046594981,55.33584229390681,6.8839436,24089.783772199997
2011-08-01,Ventura County,73.90465949820789,56.86774193548388,4.0264583,17965.28448547
2011-08-01,Yuba County,75.27096774193548,59.15591397849462,326.099882,11628.111315499998
2011-09-01,Kern County,66.72150537634407,47.29713261648745,94189.09606,116217.146515
2011-09-01,Los Angeles County,80.31935483870969,53.19390681003584,1220.430719,212931.962233281
2011-09-01,Mariposa County,52.476574500768045,72.67780337941628,1037.001852,56708.566546
2011-09-01,Riverside County,73.47670250896057,47.09462365591397,680.1461099999999,43339.4375916
2011-09-01,San Luis Obispo County,65.75519713261649,55.751612903225805,1612.177042,3396.46807921
2011-09-01,Siskiyou County,44.82910906298003,75.11827956989247,140.46976198000002,6507.0065924
2011-09-01,Trinity County,79.54802867383512,53.87096774193548,16.8334544,24106.6172266
2011-09-01,Yuba County,73.06308243727598,59.59139784946236,158.806606,11786.917921499999
2011-10-01,Los Angeles County,48.13799283154122,64.91397849462365,2.236419891,212934.198653172
2011-10-01,Riverside County,43.32987711213517,63.16205837173578,82.619641,43422.0572326
2011-10-01,Siskiyou County,46.78243727598565,54.42293906810036,21.0386533,6528.0452457
2011-11-01,Siskiyou County,64.85842293906809,41.22150537634407,2.1168175,6530.1620632
2011-12-01,Mariposa County,48.11059907834101,71.43394777265743,19.640259,56728.206805
2011-12-01,Trinity County,84.4548387096774,34.00107526881719,21.020241,24127.637467599998
2011-12-01,Ventura County,76.73369175627239,45.31971326164873,69.6462799,18034.93076537
2011-12-01,Yuba County,53.3089605734767,63.59784946236559,16.591211,11803.5091325
2012-01-01,Kern County,56.93394777265744,59.62058371735791,15.1098605,116232.2563755
2012-01-01,Los Angeles County,56.32867383512544,56.29534050179211,12.94088785,212947.139541022
2012-01-01,Siskiyou County,51.05555555555554,68.34587813620071,0.76610053,6530.92816373
2012-02-01,Kern County,55.45591397849461,62.24731182795697,24.086668217,116256.343043717
2012-02-01,Los Angeles County,71.13799283154121,51.635125448028674,4.1140103,212951.253551322
2012-02-01,Napa County,75.90358422939067,47.886021505376334,196.72179,4816.234044
2012-02-01,Siskiyou County,70.38279569892474,45.009318996415765,2.311249,6533.23941273
2012-03-01,Kern County,44.75949820788531,82.40645161290324,26.295741900000003,116282.638785617
2012-03-01,Los Angeles County,40.9758064516129,78.04531490015361,6.355279390000001,212957.608830712
2012-03-01,Siskiyou County,42.06221198156682,73.61751152073734,14.5091027,6547.74851543
2012-04-01,Kern County,41.93356374807988,85.91743471582181,18.33755944,116300.976345057
2012-04-01,Los Angeles County,46.38996415770609,60.60824372759858,7.086761,212964.695591712
2012-04-01,Siskiyou County,44.74265232974911,73.62867383512547,102.5156518,6650.26416723
2012-05-01,Los Angeles County,68.27455197132616,49.323655913978506,133.95778,213098.653371712
2012-05-01,Mariposa County,51.01218637992832,74.18064516129034,1662.4,58390.606805
2012-05-01,Riverside County,51.71899641577061,58.16845878136203,707.353543,44129.4107756
2012-06-01,Kern County,57.478853046594985,69.27562724014336,643.93714294,116944.913487997
2012-06-01,Los Angeles County,45.564516129032256,80.54915514592933,630.17412502,213728.827496732
2012-06-01,Mariposa County,71.05663082437276,64.23405017921147,1715.072279,60105.679084
2012-06-01,Riverside County,52.26879160266257,71.45650281618025,2883.8528256,47013.2636012
2012-06-01,Siskiyou County,51.73963133640552,75.95852534562212,195.12501437000003,6845.3891816000005
2012-06-01,Yuba County,46.53333333333334,77.52759856630824,436.4452593,12239.9543918
2012-07-01,Kern County,48.829109062980045,75.27419354838709,2013.77331591,118958.686803907
2012-07-01,Los Angeles County,50.91362007168459,76.62974910394266,1020.2158722,214749.043368932
2012-07-01,Napa County,69.9383512544803,64.99928315412187,5031.248189999999,9847.482234
2012-07-01,Riverside County,49.45276497695853,69.05913978494624,303.120992,47316.3845932
2012-07-01,San Luis Obispo County,51.154249871991816,73.32785458269329,636.8793069999999,4033.34738621
2012-07-01,Siskiyou County,49.62043010752689,74.93405017921147,26.25452277,6871.64370437
2012-07-01,Trinity County,49.33046594982079,82.06917562724016,2758.0874000000003,26885.724867599998
2012-07-01,Yuba County,61.46093189964159,62.3326164874552,3087.869561,15327.8239528
2012-08-01,Kern County,84.7931899641577,17.39820788530466,14064.0505012,133022.737305107
2012-08-01,Los Angeles County,73.96630824372761,45.62724014336919,167.5199344,214916.563303332
2012-08-01,Mariposa County,72.49856630824372,23.96272401433692,728.7690960000001,60834.44818
2012-08-01,Napa County,52.61792114695341,43.06164874551971,7934.0054,17781.487633999997
2012-08-01,Riverside County,74.39569892473118,21.522222222222226,38522.56620919,85838.95080239
2012-08-01,San Luis Obispo County,97.2,17.63189964157706,312.03072,4345.37810621
2012-08-01,Siskiyou County,75.79569892473118,21.19641577060932,6.2242751,6877.86797947
2012-08-01,Trinity County,58.57890424987198,34.64262672811059,47129.341639,74015.0665066
2012-08-01,Ventura County,75.91254480286739,48.92831541218639,161.497549,18196.42831437
2012-08-01,Yuba County,52.2910906298003,47.920122887864814,109.87629,15437.7002428
2012-09-01,Kern County,74.63440860215054,21.132974910394264,0.87484509,133023.612150197
2012-09-01,Los Angeles County,51.14132104454686,39.354454685099846,4273.2247056,219189.788008932
2012-09-01,Mariposa County,95.64802867383514,19.828673835125446,14.658398,60849.106578000006
2012-09-01,Napa County,73.07132616487455,26.34587813620072,17942.148,35723.635634
2012-09-01,Riverside County,69.05337941628265,21.55540194572453,10124.600733,95963.55153539
2012-09-01,Siskiyou County,60.25384024577572,39.43164362519202,0.816393755,6878.684373225
2012-09-01,Trinity County,55.23771121351766,33.0042242703533,5765.608596,79780.6751026
2012-10-01,Kern County,57.89746543778802,35.82872503840246,2.4540067,133026.066156897
2012-10-01,Los Angeles County,66.8605734767025,22.483870967741936,20.3764016,219210.16441053202
2012-10-01,Napa County,98.05591397849462,17.42078853046595,319.7247052,36043.3603392
2012-10-01,Trinity County,63.85232974910394,28.46559139784946,9.7144165,79790.3895191
2012-10-01,Ventura County,77.37849462365591,22.89032258064516,12.363678,18208.791992370003
2012-10-01,Yuba County,73.68853046594982,23.242652329749102,79.675667,15517.3759098
2012-11-01,Kern County,59.33046594982079,36.230824372759855,4.3334951,133030.399651997
2012-11-01,Los Angeles County,30.876344086021508,85.00506912442397,7.4728813,219217.637291832
2012-11-01,Riverside County,50.87347670250896,45.47813620071685,152.134997,96115.68653239
2013-01-01,Napa County,67.33727598566308,30.83405017921147,318.59164,36361.9519792
2013-02-01,Riverside County,57.08673835125448,50.2247311827957,362.23776,96477.92429239
2013-03-01,Los Angeles County,31.908986175115206,80.0610599078341,0.085204504,219217.722496336
2013-03-01,Mariposa County,71.0089605734767,40.65949820788531,0.343236,60849.449814
2013-03-01,Riverside County,36.58092677931388,83.6741679467486,77.830887,96555.75517938999
2013-04-01,Kern County,75.81075268817204,55.135842293906805,18.69010225,133049.089754247
2013-04-01,Los Angeles County,69.80967741935483,57.33906810035842,10.920642,219228.643138336
2013-04-01,Mariposa County,50.73046594982079,73.44874551971326,183.64243,61033.092244
2013-04-01,Napa County,52.053763440860216,81.02227342549924,62.4126832,36424.364662399996
2013-04-01,Riverside County,73.17741935483872,60.60250896057348,261.724,96817.47917939
2013-04-01,Ventura County,63.33620071684587,63.415770609319,145.23349,18354.02548237
2013-05-01,Kern County,75.24193548387096,54.69713261648745,4365.21010757,137414.299861817
2013-05-01,Los Angeles County,58.844572452636974,71.8156938044035,31242.3208585,250470.963996836
2013-05-01,Mariposa County,67.95412186379929,57.21971326164874,237.752316026,61270.844560026
2013-05-01,Napa County,54.05985663082438,67.62078853046594,119.4951817,36543.8598441
2013-05-01,Riverside County,69.92724014336916,59.820788530465954,3389.5955873,100207.07476669
2013-05-01,San Luis Obispo County,80.70573476702508,48.458781362007166,30.291191,4375.66929721
2013-05-01,Siskiyou County,62.42508960573476,66.12078853046596,0.45013461,6879.1345078350005
2013-05-01,Ventura County,55.57718894009216,66.8536866359447,24072.903441,42426.92892337
2013-05-01,Yuba County,54.9347158218126,75.86751152073732,62.56293,15579.9388398
